Application Name,Application IDs,Reference
1Page,d7e20ef1-fc4b-42e0-a74f-a3c9a806aa73,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Kaizala Sync Service,d82073ec-4d7c-4851-9c5d-5d97a911d71d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Akouo Interpretation,d863a24b-7cdd-46c9-8309-a15878f4f7bf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Powow,d871e46e-e346-445d-bfe8-2a66419bf278,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Verto 365,d8843264-a57b-41e3-aea6-b83ea56f6bd6,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Intune AndroidSync,d8877f27-09c0-43aa-8113-40151dae8b14,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
IDML Graph Resolver Service and CAD,d88a361a-d488-4271-a13f-a83df7dd99c2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Request Approvals Read Platform,d8c767ef-3e9a-48c4-aef9-562696539b39,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype,d924a533-3729-4708-b3e8-1d2445af35e3,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Databricks Resource Provider,d9327919-6775-4843-9037-3fb0fb0473cb,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Quitch,d980249e-fb0c-40a9-8706-f77f95660bdc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Omnichannel for CS CRM ClientApp Primary,d9ce8cfa-8bd8-4ff1-b39b-5e5dd5742935,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Template Chooser,dae2eacf-3eb5-4440-baff-984fbd5cae68,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Template Chooser Browser,dae2eacf-3eb5-4440-baff-984fbd5cae68,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Template Chooser for Office - M365,dae2eacf-3eb5-4440-baff-984fbd5cae68,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Template Chooser for SharePoint,dae2eacf-3eb5-4440-baff-984fbd5cae68,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
RPA - Machine Management Relay Service - Application,db040338-7cb4-44df-a22b-785bde7ce0e2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Interactio,db521db7-52a0-487c-a37b-8712bcf58561,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Office Licensing Service vNext,db55028d-e5ba-420f-816a-d18c861aefdf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype for Business Voicemail,db7de2b5-2149-435e-8043-e080dd50afae,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
T-Workspace,dbba83f3-792a-4e38-9d15-8521bfdf82c8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Service Encryption,dbc36ae1-c097-4df9-8d94-343c3d091a76,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Graph,dbcbd02a-d7c4-42fb-8c27-b07e5118b848,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SimplyDo,dbf692fe-35c1-4511-9178-9131e6511712,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Loops - Creative Learning,dc171e47-c074-4bc2-9e7b-3856b71e0630,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Kaizala,dc3294af-4679-418f-a30c-76948e23fe1c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Workpath,dc8facfc-c606-44b4-a0ad-04f81446845c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft SharePoint Online - SharePoint Home,dcad865d-9257-4521-ad4d-bae3e137b345,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Windows Configuration Designer (WCD),de0853a1-ab20-47bd-990b-71ad5077ac7b,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
MileIQ Admin Center,de096ee1-dae7-4ee1-8dd5-d88ccc473815,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype for Business Management Reporting and Analytics,de17788e-c765-4d31-aba4-fb837cfff174,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
CloudLicensingSystem,de247707-4e4a-47d6-89fd-3c632f870b34,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Authorization Private Link Provider,de926fbf-e23b-41f9-ae15-c943a9cfa630,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Fond,dea67e43-444e-4852-b57b-b57878a4022b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SmartStash,ded79b59-64ff-4622-8248-42111e954301,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft AppPlat EMA,dee7ba80-6a55-4f3b-a86c-746a9231ae49,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
O365 UAP Processor,df09ff61-2178-45d8-888c-4210c1c7b0b2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
teams contacts griffin processor,e08ab642-962a-4175-913c-165f557d799a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Defender for Cloud Scanner Resource Provider,e0ccf59d-5a20-4a87-a122-f42842cdb86a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
CIWebService,e1335bb1-2aec-4f92-8140-0e6e61ae77e5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Audit Search Api Service,e158eb19-34ac-4d1b-a930-ec92172f7a97,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams Web Client,e1829006-9cf1-4d05-8b48-2e665cb48e6a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
App Studio for Microsoft Teams,e1979c22-8b73-4aed-a4da-572cc4d0b832,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Yammer Web Embed,e1ef36fd-b883-4dbf-97f0-9ece4b576fc6,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
SWOOP Analytics,e208746a-2666-4d95-b925-e2ff64b3181d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Amplify by Hootsuite,e308040f-41b5-4b8c-8f08-c2c38056f7e2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SubscriptionRP,e3335adb-5ca0-40dc-b8d3-bedc094e523b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
QuickMinutes,e340e520-b8f4-4752-8e1c-60270c863b12,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.ExtensibleRealUserMonitoring,e3583ad2-c781-4224-9b91-ad15a8179ba0,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Tilde Meeting Assistant,e382dc52-27aa-4e5c-8f0b-e7943203bd60,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Customer Experience Platform CDPA Provisioning PROD,e3cf99e1-a6e5-4284-9f92-261c7713bc54,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Storage,e406a681-f3d4-42a8-90b6-c2b029497af1,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Creately,e4218775-2e3c-44eb-807f-78f8f39a04d8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Zoom for Outlook,e48b7efb-a618-4297-ad12-f45c73a0ff4c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure SQL Database Backup To Azure Backup Vault,e4ab13ed-33cb-41b4-9140-6e264582cf85,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
illustrationprocess,e548672a-be02-455c-af4b-a93e1bed3353,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Photo Filer,e54fe734-bab8-48b2-9ec8-05c2545cc49d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
NetDocuments (US Vault),e5508a21-c77a-4e62-a230-603d5b3ce019,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DeskManager,e5d4c7df-50aa-4c15-aa06-c108d0225832,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DeskBooking,e5d4c7df-50aa-4c15-aa06-c108d0225832,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Team GPS,e5e41086-e65f-464d-a225-784c944cfdca,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
GoConqr,e5e5c455-c92a-46b7-adbc-da0f9a3e787f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Degreed,e5e829df-1793-40fb-806a-8f9ce70a8e14,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
TELUS Business Connect,e601bd6e-0476-4d66-bd57-a9d13c207f0b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
CRM Power BI Integration,e64aa8bc-8eb4-40e2-898b-cf261a25954f,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Bot Service Resource Provider,e6650347-047f-4e51-9386-839384472ea5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Meru19 MySQL First Party App,e6f9f783-1fdb-4755-acaf-abed6c642885,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
COR,e73458d3-c732-4460-bfb2-9da9086fc714,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Contatta,e76a3e8a-57dd-40b8-ac73-58899d8c5994,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Abi,e7c09c44-c705-4d05-89cb-3582dfccd89b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AI Producer,e7fb100c-8c81-4e3f-9c78-bb1407080cdc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AzureBackup_Fabric_Service,e81c7467-0fc3-4866-b814-c973488361cd,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Soundbite™,e852716e-f657-42f1-b81b-f3c06d2b37c9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MIPA - My Intelligent Personal Assistant,e854ea05-68ab-4204-babe-db4a784fb4d8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MIPA - Your Own Personal Assistant,e854ea05-68ab-4204-babe-db4a784fb4d8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MIPA - Your Personal Assistant,e854ea05-68ab-4204-babe-db4a784fb4d8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Classified Listing,e8a37d29-e4be-4ce1-ae06-bbd1ad1968e3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Social Engagement,e8ab36af-d4be-4833-a38b-4d6cf1cfd525,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office365 Shell SS-Server,e8bdeda8-b4a3-4eed-b307-5e2456238a77,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Image Chooser,e8bea835-c6b0-45aa-9c39-889d3c77d5a3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Image Chooser for Office,e8bea835-c6b0-45aa-9c39-889d3c77d5a3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Content Chooser for Office,e8bea835-c6b0-45aa-9c39-889d3c77d5a3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Spring Cloud Resource Provider,e8de9221-a19c-4c81-b814-fd37c6caf9d2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Tap My Back,e91949df-2533-41ba-8981-f39160efa808,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Monitor Control Service,e933bd07-d2ee-4f1d-933c-3752b819567b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MicrosoftGuestConfiguration,e935b4a5-8968-416d-8414-caed51c782a9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype for Business Name Dictionary Service,e95d8bee-4725-4f59-910d-94d415da51b9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Teams EHR Connector,e97edbaf-39b2-4546-ba61-0a24e1bef890,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Outlook Lite,e9b154d0-7658-433b-bb25-6b8e0a8a7c59,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Data Lake,e9f49c6b-5ce5-44c8-925d-015017e9f7ad,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Standuply,e9f5cb58-89eb-4f80-9a6c-b73823b62176,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Adobe Acrobat Sign for Microsoft 365,ea36b867-ca67-45fd-a61b-d2be86273167,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
NewCOS,ea4de024-dd5f-4d3e-a092-3b8de6c64200,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Teams Work Report,ea62c1c6-550b-4238-8ea7-c55a85d86be8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Credential Configuration Endpoint Service,ea890292-c8c8-4433-b5ea-b09d0668e1a6,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
myRH4ALL,eaa1cce1-b956-4bc0-8fe6-b8b961e61e75,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Flow CDS Integration Service TIP1,eacba838-453c-4d3e-8c6a-eb815d3469a3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Substrate Instant Revocation Pipeline,eace8149-b661-472f-b40d-939f89085bd4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DevilFish,eaf8a961-f56e-47eb-9ffd-936e22a554ef,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Service Bus MSI App,eb070ea5-bd17-41f1-ad68-5851f6e71774,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Rezolve.ai,eb628055-f790-4ef0-9fce-ac95b4c61466,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Switchvox,eb668aa5-abb2-445c-81b4-3c174db84fe2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure AD Identity Governance - User Management,ec245c98-4a90-40c2-955a-88b727d97151,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.AAD.BrokerPlugin / Microsoft Edge,ecd6b820-32c2-49b6-98a6-444530e5a77a,[Abuse and replay of Azure AD refresh token from Microsoft Edge in macOS Keychain - Thomas Naunheim](https://www.cloud-architekt.net/abuse-and-replay-azuread-token-macos/)
Adobe Acrobat,ecff17cf-5629-49ba-a629-7f575496aeac,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Agile Task Board for SharePoint Online,ed6cb2ac-21e8-4e9c-a917-6a2d5f03e3a5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Agile Task Board,ed6cb2ac-21e8-4e9c-a917-6a2d5f03e3a5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Content Chooser,edb24f8f-38af-4b3e-9475-0da243678d5a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Content Chooser for Outlook,edb24f8f-38af-4b3e-9475-0da243678d5a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Content Chooser Browser,edb24f8f-38af-4b3e-9475-0da243678d5a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Content Chooser for Office,edb24f8f-38af-4b3e-9475-0da243678d5a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft 365 Support Service,ee272b19-4411-433f-8f28-5c13cb6fd407,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Klarytee,eed96ca4-e9b6-4573-a559-bf009f428999,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype For Business Entitlement,ef4c7f67-65bd-4506-8179-5ddcc5509aeb,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Alvao Service Desk,ef5fa233-c0bb-424e-b9dc-0466d46bade2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Klaxoon,ef685106-cba6-4374-a250-a89d51df6e34,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Power Query Online GCC-L4,ef947699-9b52-4b31-9a37-ef325c6ffc47,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Myfone,f0199b83-0ca3-4b41-a23b-d9b234484438,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
